SKU,productType,productName,status,productSection,productOrder,complSheets,complCurtains,complPillowCovers,complCushions,complDecoration,pageTemplate,pageTitle,pageSubtitle,pageCopys,pageResources,pageKeywords,pageVideos,pageStatus,pageRelatedProducts,pageIcons,pageSeoTitle,pageSeoDescription
88610,MANTELES INDIVIDUALES,PAR MANTELES INDIVIDUALES OVAL,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Oval,,[],[],[],[],Activa,,[],,
48501,MANTELES INDIVIDUALES,MANTELES INDIVIDUALES GOLD,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Gold,,[],[],[],[],Activa,,[],,
87216,MANTELES INDIVIDUALES,MANTELES INDIVIDUALES AJIJIC,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Ajijic,,[],[],[],[],Activa,,[],,
87485,MANTELES INDIVIDUALES,PAR MANTELES INDIVIDUALES JAPANDI,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Japandi,,[],[],[],[],Activa,,[],,
88248,CAMINO DE MESA,CAMINO DE MESA MED PINOS,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Med Pinos,,[],[],[],[],Activa,,[],,
88249,CAMINO DE MESA,CAMINO DE MESA GDE PINOS,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Pinos,,[],[],[],[],Activa,,[],,
87257,CAMINO DE MESA,CAMINO DE MESA MED AUREA,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Med Aurea,,[],[],[],[],Activa,,[],,
87258,CAMINO DE MESA,CAMINO DE MESA GDE AUREA,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Aurea,,[],[],[],[],Activa,,[],,
42638,CAMINO DE MESA,CAMINO DE MESA MED MUMBAI BEIGE,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Med Mumbai Beige,,[],[],[],[],Activa,,[],,
42639,CAMINO DE MESA,CAMINO DE MESA GDE MUMBAI BEIGE,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Mumbai Beige,,[],[],[],[],Activa,,[],,
87809,CAMINO DE MESA,CAMINO DE MESA MED MUMBAI ARENA,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Med Mumbai Arena,,[],[],[],[],Activa,,[],,
87810,CAMINO DE MESA,CAMINO DE MESA GDE MUMBAI ARENA,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Mumbai Arena,,[],[],[],[],Activa,,[],,
88527,FUNDA DE SILLÓN NIZA,FUNDA DE SILLÓN NIZA IND KAKI,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Kaki,,[],[],[],[],Activa,,[],,
88528,FUNDA DE SILLÓN NIZA,FUNDA DE SILLÓN NIZA LOVESEAT KAKI,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Loveseat Kaki,,[],[],[],[],Activa,,[],,
88529,FUNDA DE SILLÓN NIZA,FUNDA DE SILLÓN NIZA SOFÁ KAKI,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Kaki,,[],[],[],[],Activa,,[],,
88521,FUNDA DE SILLÓN NIZA,FUNDA DE SILLÓN NIZA IND VERDE,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Verde,,[],[],[],[],Activa,,[],,
88522,FUNDA DE SILLÓN NIZA,FUNDA DE SILLÓN NIZA LOVESEAT VERDE,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Loveseat Verde,,[],[],[],[],Activa,,[],,
88523,FUNDA DE SILLÓN NIZA,FUNDA DE SILLÓN NIZA SOFÁ VERDE,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Verde,,[],[],[],[],Activa,,[],,
88578,PROTECTOR DE SALA,PROTECTOR DE SALA IND BEIGE,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Beige,,[],[],[],[],Activa,,[],,
88579,PROTECTOR DE SALA,PROTECTOR DE SALA LOVESEAT BEIGE,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Loveseat Beige,,[],[],[],[],Activa,,[],,
88580,PROTECTOR DE SALA,PROTECTOR DE SALA SOFÁ BEIGE,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Beige,,[],[],[],[],Activa,,[],,
88247,TOALLA BORDADA,TOALLA BORDADA PULLMAN COPOS,CONT,Página 15 / Comedor y Sala Navidad,-1,[],[],[],[],[],,Toalla Bordada Copos,,[],[],[],[],Activa,,[],,
55118,COBERTOR BABY LIGERO,COBERTOR BABY LIGERO CARRIOLA PELOTAS,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Pelotas,,[],[],[],[],Activa,,[],,
87822,COBERTOR BABY LIGERO,COBERTOR BABY LIGERO CARRIOLA SWEET DINO,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Sweet Dino,,[],[],[],[],Activa,,[],,
52543,COBERTOR BABY LIGERO,COBERTOR BABY LIGERO CARRIOLA FRIENDS,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Friends,,[],[],[],[],Activa,,[],,
52544,COBERTOR BABY LIGERO,COBERTOR BABY LIGERO CUNA FRIENDS,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Friends,,[],[],[],[],Activa,,[],,
86897,COBERTOR BABY LIGERO,COBERTOR BABY LIGERO CUNA CONEJITAS,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Conejitas,,[],[],[],[],Activa,,[],,
86898,COBERTOR BABY LIGERO,COBERTOR BABY LIGERO CARRIOLA CONEJITAS,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Conejitas,,[],[],[],[],Activa,,[],,
55128,COBERTOR BABY NÓRDICO,COBERTOR BABY NÓRDICO CUNA ELEPHANT,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Elephant,,[],[],[],[],Activa,,[],,
55129,COBERTOR BABY NÓRDICO,COBERTOR BABY NÓRDICO CARRIOLA ELEPHANT,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Elephant,,[],[],[],[],Activa,,[],,
86894,COBERTOR BABY NÓRDICO,COBERTOR BABY NÓRDICO CUNA SPRING,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Spring,,[],[],[],[],Activa,,[],,
86895,COBERTOR BABY NÓRDICO,COBERTOR BABY NÓRDICO CARRIOLA SPRING,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Spring,,[],[],[],[],Activa,,[],,
54852,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA STARS,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Stars,,[],[],[],[],Activa,,[],,
54853,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CARRIOLA STARS,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Stars,,[],[],[],[],Activa,,[],,
55137,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA DINOSAURIOS,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Dinosaurios,,[],[],[],[],Activa,,[],,
55138,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CARRIOLA DINOSAURIOS,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Dinosaurios,,[],[],[],[],Activa,,[],,
86892,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA NUBES,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Nubes,,[],[],[],[],Activa,,[],,
86893,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CARRIOLA NUBES,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Nubes,,[],[],[],[],Activa,,[],,
87873,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA COZY,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Cozy,,[],[],[],[],Activa,,[],,
87874,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CARRIOLA COZY,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Cozy,,[],[],[],[],Activa,,[],,
88848,KIT DE REGALO,KIT DE REGALO BLUE,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Kit De Regalo Blue,,[],[],[],[],Activa,,[],,
88849,KIT DE REGALO,KIT DE REGALO LILA,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Kit De Regalo Lila,,[],[],[],[],Activa,,[],,
88900,SLEEP BAG,SLEEP BAG 3-9 MESES AZUL,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Azul,,[],[],[],[],Activa,,[],,
86941,SLEEP BAG,SLEEP BAG 2-4 AÑOS AZUL,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Azul,,[],[],[],[],Activa,,[],,
88819,SLEEP BAG,SLEEP BAG 2-4 AÑOS LILA,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Lila,,[],[],[],[],Activa,,[],,
88820,SLEEP BAG,SLEEP BAG 2-4 AÑOS BALLENITA,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Ballenita,,[],[],[],[],Activa,,[],,
88756,BOLSA DE REGALO,BOLSA DE REGALO BEBÉ 24-25,CONT,Página 16 / Bebé,-1,[],[],[],[],[],,Bolsa De Regalo Bebé 24-25,,[],[],[],[],Activa,,[],,
